;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;options_dict;us_score;uk_score;ukGT_usGT_score;ukGT_usMA_score;ukMA_usMA_score;ukMA_usGT_score
133;133.0;150.0;150;150;150;150;150;I'd like to ask your opinion about some international issues.Please tell me how concerned you are, if at all, about each of them - are you very concerned, somewhat concerned, not too concerned or not at all concerned?...global climate change ;{'United States': [0.42424242424242425, 0.32323232323232326, 0.09090909090909091, 0.16161616161616163], 'Britain': [0.38, 0.37, 0.16, 0.09]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,424243;0,380001;Very concerned;Very concerned;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;A;A;Very concerned;Very concerned;4.0;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};1.0;1.0;1.0;1.0;1.0;1.0
134;134.0;151.0;151;151;151;151;151;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the conflict between Israelis and Palestinians.;{'United States': [0.4375, 0.5625], 'Britain': [0.43243243243243246, 0.5675675675675675]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,562501;0,567569;Disapprove;Disapprove;D. Politics and policy;2.0;Binary Choice;Politics and Governance;B;B;Disapprove;Disapprove;2.0;{'A': 'Approve', 'B': 'Disapprove'};1.0;1.0;1.0;1.0;1.0;1.0
135;135.0;152.0;152;152;152;152;152;Has each of the following gotten better or worse over the last five years in our country: the availability of food in stores.;{'United States': [0.8367346938775511, 0.061224489795918366, 0.10204081632653061], 'Britain': [0.94, 0.02, 0.04]};['Better', 'Worse', 'Has not changed'];"(A) Better
(B) Worse
(C) Has not changed";GAS;0,836736;0,940001;Better;Better;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;C;A;Better;Has not changed;3.0;{'A': 'Better', 'B': 'Worse', 'C': 'Has not changed'};0.4864884864864864;1.0;1.0;0.4864874864864865;0.4864874864864865;1.0
136;136.0;153.0;153;153;153;153;153;I'd like to ask your opinion about some international issues.Please tell me how concerned you are, if at all, about each of them - are you very concerned, somewhat concerned, not too concerned or not at all concerned?...global economic instability;{'United States': [0.51, 0.37, 0.08, 0.04], 'Britain': [0.32989690721649484, 0.4845360824742268, 0.14432989690721648, 0.041237113402061855]};['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GAS;0,510001;0,484537;Very concerned;Somewhat concerned;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;A;B;Somewhat concerned;Very concerned;4.0;{'A': 'Very concerned', 'B': 'Somewhat concerned', 'C': 'Not too concerned', 'D': 'Not at all concerned'};1.0;1.0;0.7857162857142858;0.7857152857142857;0.7857152857142857;0.7857152857142857
137;137.0;154.0;154;154;154;154;154;In re-building Iraq, how good a job are the US and its allies doing in taking into account the needs and interests of the Iraqi people?Is the coalition doing an excellent job, a good job, only a fair job or a poor job in taking into consideration the needs and interests of the Iraqi people?;{'United States': [0.14444444444444443, 0.4111111111111111, 0.34444444444444444, 0.1], 'Britain': [0.0425531914893617, 0.2765957446808511, 0.5, 0.18085106382978725]};['Excellent', 'Good', 'Only fair', 'Poor'];"(A) Excellent
(B) Good
(C) Only fair
(D) Poor";GAS;0,411112;0,500001;Good;Only fair;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;C;C;Only fair;Only fair;4.0;{'A': 'Excellent', 'B': 'Good', 'C': 'Only fair', 'D': 'Poor'};0.8048800487804878;1.0;0.8048800487804878;1.0;1.0;0.8048790487804878
138;138.0;155.0;155;155;155;155;155;Please tell me how closely you follow each type of news. Do you follow ____ very closely, somewhat closely, not very closely or not at all closely? b. news about your country;{'United States': [0.5757575757575758, 0.36363636363636365, 0.04040404040404041, 0.020202020202020204, 0.0], 'Britain': [0.44, 0.45, 0.08, 0.03, 0.0]};['Very closely', 'Somewhat closely', 'Not very closely', 'Not at all closely', 'DK/Refused'];"(A) Very closely
(B) Somewhat closely
(C) Not very closely
(D) Not at all closely
(E) DK/Refused";GAS;0,575759;0,450001;Very closely;Somewhat closely;J. News habits and media;5.0;Likert Scale;Media, Technology, and Education;A;A;Very closely;Very closely;5.0;{'A': 'Very closely', 'B': 'Somewhat closely', 'C': 'Not very closely', 'D': 'Not at all closely', 'E': 'DK/Refused'};1.0;0.8241778241758242;0.8241778241758242;0.8241768241758242;1.0;1.0
139;139.0;156.0;156;156;156;156;156;I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, or not a threat to your country? i. Longstanding conflicts between countries or ethnic groups;{'United States': [0.54, 0.37, 0.08, 0.01], 'Britain': [0.49504950495049505, 0.4158415841584158, 0.06930693069306931, 0.019801980198019802]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,540001;0,495051;Major threat;Major threat;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;A;A;Major threat;Major threat;4.0;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
140;140.0;157.0;157;157;157;157;157;I'm going to read a list of some changes that have taken place. Please tell me if you think each one has been a change for the better, a change for the worse, or hasn't it made much of a difference: the Internet.;{'United States': [0.6923076923076923, 0.23076923076923078, 0.07692307692307693], 'Britain': [0.7415730337078652, 0.15730337078651685, 0.10112359550561797]};['Change for the better', 'Change for the worse', 'Not much difference'];"(A) Change for the better
(B) Change for the worse
(C) Not much difference";GAS;0,692309;0,741574;Change for the better;Change for the better;H. Internet and technology;3.0;Likert Scale;Media, Technology, and Education;A;A;Change for the better;Change for the better;3.0;{'A': 'Change for the better', 'B': 'Change for the worse', 'C': 'Not much difference'};1.0;1.0;1.0;1.0;1.0;1.0
141;141.0;158.0;158;158;158;158;158;And which comes closer to describing your view? The United States promotes democracy wherever it can, OR the United States promotes democracy mostly where it serves its interests?;{'United States': [0.3225806451612903, 0.6774193548387096], 'Britain': [0.10112359550561797, 0.898876404494382]};['The United States promotes democracy wherever it can', 'The United States promotes democracy mostly where it serves its interests'];"(A) The United States promotes democracy wherever it can
(B) The United States promotes democracy mostly where it serves its interests";GAS;0,677420;0,898877;The United States promotes democracy mostly where it serves its interests;The United States promotes democracy mostly where it serves its interests;D. Politics and policy;2.0;Likert Scale;Politics and Governance;B;B;The United States promotes democracy mostly where it serves its interests;The United States promotes democracy mostly where it serves its interests;2.0;{'A': 'The United States promotes democracy wherever it can', 'B': 'The United States promotes democracy mostly where it serves its interests'};1.0;1.0;1.0;1.0;1.0;1.0
142;142.0;159.0;159;159;159;159;159;Do you think the government of ____ respects the personal freedoms of its people or don’t you think so? c. France;{'United States': [0.7317073170731707, 0.2682926829268293, 0.0], 'Britain': [0.69, 0.18, 0.13]};['Yes, respects personal freedoms', 'No, does not respect personal freedoms', 'DK/Refused'];"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GAS;0,731708;0,690001;Yes, respects personal freedoms;Yes, respects personal freedoms;D. Politics and policy;3.0;Likert Scale;Politics and Governance;B;B;No, does not respect personal freedoms;No, does not respect personal freedoms;3.0;{'A': 'Yes, respects personal freedoms', 'B': 'No, does not respect personal freedoms', 'C': 'DK/Refused'};0.6111131111111112;0.6111131111111112;1.0;0.6111121111111112;1.0;0.6111121111111112
143;143.0;160.0;160;160;160;160;160;As I read some specific US policies tell me if you approve or disapprove of them...US policies in the Middle East;{'United States': [0.6790123456790124, 0.32098765432098764], 'Britain': [0.48, 0.52]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,679013;0,520001;Approve;Disapprove;D. Politics and policy;2.0;Likert Scale;Politics and Governance;B;B;Disapprove;Disapprove;2.0;{'A': 'Approve', 'B': 'Disapprove'};0.0;1.0;0.0;1.0;1.0;0.0
144;144.0;161.0;161;161;161;161;161;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? f. people can use the internet without <state or government> censorship;{'United States': [0.71, 0.2, 0.03, 0.03, 0.03], 'Britain': [0.66, 0.24, 0.06, 0.02, 0.02]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,710001;0,660001;Very important;Very important;D. Politics and policy;5.0;Likert Scale;Politics and Governance;A;A;Very important;Very important;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
145;145.0;162.0;162;162;162;162;162;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...the situation in Afghanistan.;{'United States': [0.5, 0.5], 'Britain': [0.5301204819277109, 0.46987951807228917]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,500001;0,530121;Approve;Approve;D. Politics and policy;2.0;Binary Choice;Politics and Governance;A;A;Approve;Approve;2.0;{'A': 'Approve', 'B': 'Disapprove'};1.0;1.0;1.0;1.0;1.0;1.0
146;146.0;163.0;163;163;163;163;163;Which country do you think will win the 2010 World Cup?;{'United States': [0.020833333333333332, 0.0, 0.25, 0.041666666666666664, 0.020833333333333332, 0.041666666666666664, 0.0625, 0.041666666666666664, 0.5208333333333334], 'Britain': [0.06060606060606061, 0.0, 0.2727272727272727, 0.30303030303030304, 0.030303030303030304, 0.07575757575757576, 0.06060606060606061, 0.13636363636363635, 0.06060606060606061]};['Argentina', 'Australia', 'Brazil', 'England', 'France', 'Germany', 'Italy', 'Spain', 'Other (VOL)'];"(A) Argentina
(B) Australia
(C) Brazil
(D) England
(E) France
(F) Germany
(G) Italy
(H) Spain
(I) Other (VOL)";GAS;0,520834;0,303031;Other (VOL);England;G. International affairs;9.0;Multiple Choice;Economy, Health, and Environment;H;D;England;Spain;9.0;{'A': 'Argentina', 'B': 'Australia', 'C': 'Brazil', 'D': 'England', 'E': 'France', 'F': 'Germany', 'G': 'Italy', 'H': 'Spain', 'I': 'Other (VOL)'};0.0;1.0;0.0;0.0;0.0;0.0
147;147.0;164.0;164;164;164;164;164;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...Russian President Vladimir Putin;{'United States': [0.020202020202020204, 0.1414141414141414, 0.36363636363636365, 0.45454545454545453, 0.020202020202020204], 'Britain': [0.06, 0.16, 0.2, 0.54, 0.04]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,454546;0,540001;No confidence at all;No confidence at all;D. Politics and policy;5.0;Likert Scale;Politics and Governance;D;D;No confidence at all;No confidence at all;5.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
148;148.0;165.0;165;165;165;165;165;Do you think ____ is a very big problem, a moderately big problem, a small problem or not a problem at all in our country? c. the gap between the rich and the poor;{'United States': [0.46938775510204084, 0.32653061224489793, 0.1326530612244898, 0.07142857142857142, 0.0], 'Britain': [0.47474747474747475, 0.35353535353535354, 0.1111111111111111, 0.06060606060606061, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,469389;0,474748;Very big problem;Very big problem;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;A;A;Very big problem;Very big problem;5.0;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
149;149.0;166.0;166;166;166;166;166;Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? c. your country;{'United States': [0.1414141414141414, 0.3333333333333333, 0.21212121212121213, 0.31313131313131315, 0.0], 'Britain': [0.11, 0.35, 0.3, 0.24, 0.0]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,333334;0,350001;Somewhat good;Somewhat good;D. Politics and policy;5.0;Likert Scale;Politics and Governance;C;B;Somewhat good;Somewhat bad;5.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};0.7605653802816902;1.0;1.0;0.7605643802816902;0.7605643802816902;1.0
150;150.0;167.0;167;167;167;167;167;I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? a. a democratic system where citizens, not elected officials, vote directly on major national issues to decide what becomes law;{'United States': [0.29, 0.38, 0.19, 0.12, 0.02], 'Britain': [0.1919191919191919, 0.37373737373737376, 0.26262626262626265, 0.12121212121212122, 0.050505050505050504]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,380001;0,373738;Somewhat good;Somewhat good;D. Politics and policy;5.0;Likert Scale;Politics and Governance;A;A;Very good;Very good;5.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};0.8169034084507043;0.8169034084507043;1.0;0.8169024084507043;1.0;0.8169024084507043
151;151.0;168.0;168;168;168;168;168;I am going to read you a list of things people do on cell phones, other than making calls. For each, please tell me if this is something you do regularly or not?...Send text messages;{'United States': [0.72, 0.28], 'Britain': [0.86, 0.14]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,720001;0,860001;Yes;Yes;H. Internet and technology;2.0;Binary Choice;Media, Technology, and Education;A;A;Yes;Yes;2.0;{'A': 'Yes', 'B': 'No'};1.0;1.0;1.0;1.0;1.0;1.0
152;152.0;169.0;169;169;169;169;169;Is there any area within a kilometer/mile of your home where you would be afraid to walk alone at night?;{'United States': [0.30303030303030304, 0.696969696969697], 'Britain': [0.3, 0.7]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,696971;0,700001;No;No;A. Social values and attitudes;2.0;Binary Choice;Society, Culture, and Relationships;B;B;No;No;2.0;{'A': 'Yes', 'B': 'No'};1.0;1.0;1.0;1.0;1.0;1.0
153;153.0;170.0;170;170;170;170;170;Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… d. Deals effectively with international problems;{'United States': [0.51, 0.45, 0.04], 'Britain': [0.5346534653465347, 0.43564356435643564, 0.0297029702970297]};['Yes', 'No', 'DK/Refused'];"(A) Yes
(B) No
(C) DK/Refused";GAS;0,510001;0,534654;Yes;Yes;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;B;B;No;No;3.0;{'A': 'Yes', 'B': 'No', 'C': 'DK/Refused'};0.7307712307692309;0.7307712307692309;1.0;0.7307702307692309;1.0;0.7307702307692309
154;154.0;171.0;171;171;171;171;171;For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: influence of international investors, banks and financial organizations on our country's economic policies.;{'United States': [0.4659090909090909, 0.2840909090909091, 0.1590909090909091, 0.09090909090909091], 'Britain': [0.5568181818181818, 0.26136363636363635, 0.125, 0.056818181818181816]};['A lot more', 'Somewhat more', 'Only a little more', 'Not more'];"(A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more";GAS;0,465910;0,556819;A lot more;A lot more;D. Politics and policy;4.0;Likert Scale;Politics and Governance;A;A;A lot more;A lot more;4.0;{'A': 'A lot more', 'B': 'Somewhat more', 'C': 'Only a little more', 'D': 'Not more'};1.0;1.0;1.0;1.0;1.0;1.0
155;155.0;172.0;172;172;172;172;172;How do you think people in other countries of the world feel about your country?Is your country generally liked or disliked?;{'United States': [0.3684210526315789, 0.631578947368421], 'Britain': [0.5913978494623656, 0.40860215053763443]};['Generally liked', 'Generally disliked'];"(A) Generally liked
(B) Generally disliked";GAS;0,631580;0,591399;Generally disliked;Generally liked;G. International affairs;2.0;Likert Scale;Economy, Health, and Environment;B;B;Generally disliked;Generally disliked;2.0;{'A': 'Generally liked', 'B': 'Generally disliked'};1.0;0.0;0.0;0.0;1.0;1.0
156;156.0;173.0;173;173;173;173;173;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...U.S. President Barack Obama.;{'United States': [0.26, 0.32, 0.15, 0.27, 0.0], 'Britain': [0.37623762376237624, 0.40594059405940597, 0.09900990099009901, 0.09900990099009901, 0.019801980198019802]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all', 'DK/Refused'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GAS;0,320001;0,405942;Some confidence;Some confidence;D. Politics and policy;5.0;Likert Scale;Politics and Governance;A;A;A lot of confidence;A lot of confidence;5.0;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all', 'E': 'DK/Refused'};0.7830208679245283;0.7830208679245283;1.0;0.7830198679245283;1.0;0.7830198679245283
157;157.0;175.0;175;175;175;175;175;Which one of the following countries would you trust most to do the right thing in dealing with the problem of global warming?;{'United States': [0.011363636363636364, 0.13636363636363635, 0.03409090909090909, 0.03409090909090909, 0.09090909090909091, 0.6477272727272727, 0.022727272727272728, 0.0, 0.022727272727272728], 'Britain': [0.024390243902439025, 0.4146341463414634, 0.04878048780487805, 0.036585365853658534, 0.08536585365853659, 0.2804878048780488, 0.024390243902439025, 0.0, 0.08536585365853659]};['India', 'Germany', 'China', 'Brazil', 'Japan', 'United States', 'Russia', 'None of these (VOL)', 'Other (VOL)'];"(A) India
(B) Germany
(C) China
(D) Brazil
(E) Japan
(F) United States
(G) Russia
(H) None of these (VOL)
(I) Other (VOL)";GAS;0,647728;0,414635;United States;Germany;G. International affairs;9.0;Multiple Choice;Economy, Health, and Environment;B;B;Germany;Germany;9.0;{'A': 'India', 'B': 'Germany', 'C': 'China', 'D': 'Brazil', 'E': 'Japan', 'F': 'United States', 'G': 'Russia', 'H': 'None of these (VOL)', 'I': 'Other (VOL)'};0.0;1.0;0.0;1.0;1.0;0.0
158;158.0;176.0;176;176;176;176;176;How much do you personally worry about global warming - a great deal, a fair amount, only a little, or not at all?;{'United States': [0.19, 0.34, 0.26, 0.21], 'Britain': [0.26262626262626265, 0.41414141414141414, 0.25252525252525254, 0.0707070707070707]};['Great deal', 'Fair amount', 'Only a little', 'Not at all'];"(A) Great deal
(B) Fair amount
(C) Only a little
(D) Not at all";GAS;0,340001;0,414142;Fair amount;Fair amount;A. Social values and attitudes;4.0;Likert Scale;Society, Culture, and Relationships;B;B;Fair amount;Fair amount;4.0;{'A': 'Great deal', 'B': 'Fair amount', 'C': 'Only a little', 'D': 'Not at all'};1.0;1.0;1.0;1.0;1.0;1.0
159;159.0;177.0;177;177;177;177;177;What kind of marriage do you think is the more satisfying way of life...where the husband provides for the family and the wife takes care of the house and children, or where both have jobs and both take care of the house and children?;{'United States': [0.2604166666666667, 0.7395833333333334], 'Britain': [0.23655913978494625, 0.7634408602150538]};['Husband provides for family', 'Both have jobs - care of house and children'];"(A) Husband provides for family
(B) Both have jobs - care of house and children";GAS;0,739584;0,763442;Both have jobs - care of house and children;Both have jobs - care of house and children;L. Family and relationships;2.0;Likert Scale;Society, Culture, and Relationships;A;B;Both have jobs - care of house and children;Husband provides for family;2.0;{'A': 'Husband provides for family', 'B': 'Both have jobs - care of house and children'};0.0;1.0;1.0;0.0;0.0;1.0
160;160.0;178.0;178;178;178;178;178;Which one of these issues is the most important for the government to address first — rising prices, a lack of employment opportunities, the gap between the rich and the poor or public debt?;{'United States': [0.09, 0.41, 0.17, 0.28, 0.03, 0.01, 0.01, 0.0, 0.0], 'Britain': [0.1111111111111111, 0.46464646464646464, 0.16161616161616163, 0.2222222222222222, 0.030303030303030304, 0.010101010101010102, 0.0, 0.0, 0.0]};['Rising prices', 'Lack of employment opportunities', 'Gap between rich and poor', 'Public debt', 'All equally important (VOL)', 'None (VOL)', 'Other (VOL)', 'Gap between the rich and the poor', 'DK/Refused'];"(A) Rising prices
(B) Lack of employment opportunities
(C) Gap between rich and poor
(D) Public debt
(E) All equally important (VOL)
(F) None (VOL)
(G) Other (VOL)
(H) Gap between the rich and the poor
(I) DK/Refused";GAS;0,410001;0,464647;Lack of employment opportunities;Lack of employment opportunities;N. Economy and work;9.0;Multiple Choice;Economy, Health, and Environment;H;H;Gap between the rich and the poor;Gap between the rich and the poor;9.0;{'A': 'Rising prices', 'B': 'Lack of employment opportunities', 'C': 'Gap between rich and poor', 'D': 'Public debt', 'E': 'All equally important (VOL)', 'F': 'None (VOL)', 'G': 'Other (VOL)', 'H': 'Gap between the rich and the poor', 'I': 'DK/Refused'};0.0;0.0;1.0;0.0;1.0;0.0
161;161.0;179.0;179;179;179;179;179;Why do you think the US is conducting the war on terrorism? Is...To control Mideast oil...an important reason why the US is doing this or not?;{'United States': [0.6875, 0.3125], 'Britain': [0.8191489361702128, 0.18085106382978725]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,687501;0,819150;Yes;Yes;D. Politics and policy;2.0;Binary Choice;Politics and Governance;A;A;Yes;Yes;2.0;{'A': 'Yes', 'B': 'No'};1.0;1.0;1.0;1.0;1.0;1.0
162;162.0;180.0;180;180;180;180;180;If Iran were to develop nuclear weapons, do you think they would be likely to...provide nuclear weapons to terrorist organizations, or not?;{'United States': [0.8888888888888888, 0.1111111111111111], 'Britain': [0.7804878048780488, 0.21951219512195122]};['Yes, likely', 'No, not likely'];"(A) Yes, likely
(B) No, not likely";GAS;0,888890;0,780489;Yes, likely;Yes, likely;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;B;B;No, not likely;No, not likely;2.0;{'A': 'Yes, likely', 'B': 'No, not likely'};0.0;0.0;1.0;0.0;1.0;0.0
163;163.0;181.0;181;181;181;181;181;How much of a danger is the current government in...Iran to stability in the Middle East and world peace? A great danger, moderate danger, small danger, or no danger at all?;{'United States': [0.5054945054945055, 0.37362637362637363, 0.08791208791208792, 0.03296703296703297], 'Britain': [0.3953488372093023, 0.4186046511627907, 0.1511627906976744, 0.03488372093023256]};['A great danger', 'Moderate danger', 'Small danger', 'No danger at all'];"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GAS;0,505496;0,418606;A great danger;Moderate danger;G. International affairs;4.0;Likert Scale;Economy, Health, and Environment;B;B;Moderate danger;Moderate danger;4.0;{'A': 'A great danger', 'B': 'Moderate danger', 'C': 'Small danger', 'D': 'No danger at all'};0.7500020000000001;1.0;0.7500020000000001;1.0;1.0;0.750001
164;164.0;182.0;182;182;182;182;182;Overall, are you satisfied or dissatisfied with the way things are going in our country today?;{'United States': [0.32323232323232326, 0.6464646464646465, 0.030303030303030304], 'Britain': [0.21, 0.76, 0.03]};['Satisfied', 'Dissatisfied', 'DK/Refused'];"(A) Satisfied
(B) Dissatisfied
(C) DK/Refused";GAS;0,646466;0,760001;Dissatisfied;Dissatisfied;D. Politics and policy;3.0;Likert Scale;Politics and Governance;B;B;Dissatisfied;Dissatisfied;3.0;{'A': 'Satisfied', 'B': 'Dissatisfied', 'C': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
165;165.0;183.0;183;183;183;183;183;Which statement comes closest to your view, even if none are exactly right? Democracy in the United States...;{'United States': [0.19, 0.72, 0.08, 0.01], 'Britain': [0.2, 0.56, 0.21, 0.03]};['Is a good example for other countries to follow', 'Used to be a good example, but has not been in recent years', 'Has never been a good example for other countries to follow', 'DK/Refused'];"(A) Is a good example for other countries to follow
(B) Used to be a good example, but has not been in recent years
(C) Has never been a good example for other countries to follow
(D) DK/Refused";GAS;0,720001;0,560001;Used to be a good example, but has not been in recent years;Used to be a good example, but has not been in recent years;D. Politics and policy;4.0;Likert Scale;Politics and Governance;B;B;Used to be a good example, but has not been in recent years;Used to be a good example, but has not been in recent years;4.0;{'A': 'Is a good example for other countries to follow', 'B': 'Used to be a good example, but has not been in recent years', 'C': 'Has never been a good example for other countries to follow', 'D': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
166;166.0;184.0;184;184;184;184;184;Do you personally believe that using contraceptives is morally acceptable, morally unacceptable, or is it not a moral issue? ;{'United States': [0.5416666666666666, 0.07291666666666667, 0.375, 0.010416666666666666], 'Britain': [0.6262626262626263, 0.030303030303030304, 0.32323232323232326, 0.020202020202020204]};['Morally acceptable', 'Morally unacceptable', 'Not a moral issue', 'Depends on the situation (VOL)'];"(A) Morally acceptable
(B) Morally unacceptable
(C) Not a moral issue
(D) Depends on the situation (VOL)";GAS;0,541668;0,626264;Morally acceptable;Morally acceptable;B. Religion and spirituality;4.0;Likert Scale;Economy, Health, and Environment;D;B;Morally unacceptable;Depends on the situation (VOL);4.0;{'A': 'Morally acceptable', 'B': 'Morally unacceptable', 'C': 'Not a moral issue', 'D': 'Depends on the situation (VOL)'};0.330002;0.7800020000000001;1.0;0.330001;0.5500010000000001;0.780001
167;167.0;185.0;185;185;185;185;185;In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? c. People who are religious and people who are not religious;{'United States': [0.1485148514851485, 0.36633663366336633, 0.44554455445544555, 0.0297029702970297, 0.009900990099009901], 'Britain': [0.08080808080808081, 0.26262626262626265, 0.494949494949495, 0.1414141414141414, 0.020202020202020204]};['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'DK/Refused'];"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GAS;0,445546;0,494950;Not very strong conflicts;Not very strong conflicts;B. Religion and spirituality;5.0;Likert Scale;Economy, Health, and Environment;C;B;Strong conflicts;Not very strong conflicts;5.0;{'A': 'Very strong conflicts', 'B': 'Strong conflicts', 'C': 'Not very strong conflicts', 'D': 'There are not conflicts', 'E': 'DK/Refused'};1.0;0.824563403508772;1.0;1.0;0.824562403508772;0.824562403508772
168;168.0;186.0;186;186;186;186;186;How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? d. people can say what they want without <state or government> censorship;{'United States': [0.71, 0.24, 0.02, 0.01, 0.02], 'Britain': [0.57, 0.33, 0.05, 0.02, 0.03]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,710001;0,570001;Very important;Very important;D. Politics and policy;5.0;Likert Scale;Politics and Governance;A;A;Very important;Very important;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};1.0;1.0;1.0;1.0;1.0;1.0
